Ad Technology Provider,Privacy URL
"CrossInstall, Inc",https://www.crossinstall.com/data
crossvertise GmbH,https://www.crossvertise.com/rechtliches/datenschutz
Crucial Interactive Inc.,https://www.advertisers.contobox.com/privacy-policy
CTVision Hoppr Advertising Limited,https://www.ninedollars.tv/privacy-policy
CUBED,http://cubed.ai/privacy-policy/gdpr/
Cuebiq,https://www.cuebiq.com/privacypolicy/
CyberAgent,https://privacy-policy.cyberagent.ai/index-en.html
Czech Publisher Exchange z.s.p.o.,https://www.cpex.cz/pro-uzivatele/ochrana-soukromi/
D-EDGE,https://www.d-edge.com/privacy-policy/
D4,https://www.dentsu.com/nz/en/policies/privacy-notices
Dable,https://dable.io/en/privacy-policy-en/
DAC,http://www.dac.co.jp/english/utility/rule
Dailymotion,https://legal.dailymotion.com/en/privacy-policy/
Dando online LTD,https://singularads.com/privacy.html
DAPP GLOBAL LIMITED,https://ad.duapps.com/gdpr/
Data Circle,https://www.data-circle.eu/en/privacy-policy
Data2Decisions,https://www.dentsu.com/uk/en/policies/privacy-policy
"Datablocks, Inc",https://datablocks.net/privacy-policy
DataDome SA,https://datadome.co/privacy-policy/
DataExchanger,https://www.dataexchanger.pl/privacy-policy
Datafy,http://www.datafy-software.com/cookie-policy/
Datalicious,https://www.datalicious.com/privacy/
Datamoire,https://datamoire.com/privacy-policy
Dataseat,https://dataseat.com/privacy-policy
DataWave LTD,https://mydatawave.com/privacy.html
dataXtrade GmbH,https://dataxtrade.com/de/privacy.html
DATECH MEDIA DC LTD,https://carty.io/privacy
Datonics LLC,https://www.datonics.com/privacy/technology-privacy-policy
Decentralised Advertising,https://dahq.io/privacy-policy
Decentriq AG,https://decentriq.com/legal/privacy-policy
Decide Technologies Inc.,https://decide.co/privacy
DeepIntent,https://www.deepintent.com/platformprivacypolicy
DEFINE MEDIA GMBH,https://www.definemedia.de/datenschutz-conative/
Deimos Signals Pte. Ltd.,https://www.deimos-signals.com/privacy-center
Delta Air Lines,https://www.delta.com/us/en/legal/privacy-and-security
DeltaX,http://www.deltax.com/gdpr.html
Demandbase,https://www.demandbase.com/privacy-policy/
DENTSU,http://www.dentsu.co.jp/terms/data_policy.html
Dentsu A/S,https://www.dentsu.com/dk/dk/privatlivspolitik%20for%20maalgrupper
Dentsu Aegis Network,http://www.dentsu.com/termsofuse/data_policy.html
Dentsu Italia SpA,https://www.dentsu.com/it/it/policies/info-cookie
Dialog Insight France,https://www.dialoginsight.com/en/privacy-statement/
Dianomi,https://www.dianomi.com/legal/privacy.epl
Digi4u,https://digi4u.com.br/politica-de-privacidade/
Digiseg,https://digiseg.io/privacy-center/
"Digital Ad Systems, Corp.",https://eu.dashboard.digitaladsystems.com/privacy.html
Digital Hub Hannover GmbH,https://www.digitalhub-h.de/datenschutz/
DIGITAL SQUAD,https://www.squadata.net/en/politique-confidentialite
"Digital Turbine Media, Inc",https://www.digitalturbine.com/privacy-policy/
digitalAudience,https://digitalaudience.io/legal/
Digitaleast,https://www.digitaleast.mobi/en/privacy-policy/
Digitalist Group,https://digitalist.global/privacy-policy/
Digitalsunray,https://www.digitalsunray.com/de/datenschutz
DIGITEKA Technologies,https://www.ultimedia.com/default/presentation/cgu
direct interactive,https://www.apartena.net/datenschutzerklaerung.html
Discover-Tech LTD,http://discover-tech.io/dsp-privacy-policy/
Display.direct,https://display.direct/wp-content/uploads/2018/04/Privacy-Policy.pdf
Display.io Inc.,https://www.display.io/privacy-policy
DISQO,https://www.disqo.com/privacy-policy/
Disqus,https://help.disqus.com/en/articles/1717103-disqus-privacy-policy
DistroScale,http://www.distroscale.com/about/privacy-policy/
DIVEE INSTANT.AI LTD,https://divee.ai/privacy
dm drogerie markt GmbH,https://www.dm.at/datenschutzerklaerung-social-media-2447426
DM3 Concepts B.V.,https://www.dm3concepts.com/privacy-policy/
Doceree UK Limited,https://doceree.com/privacy-policy
Domob,https://www.domob.cn/article?id=advertiserPlatformPrivacyPolicy
DongFairy Technology Limited,https://www.mindtos.com/privacy-policy/
Double Check,https://adchex.com/privacy-policy/
DoubleVerify,https://doubleverify.com/privacy-notice
dpa-infocom GmbH,https://service.dpa-infocom.de/de/support/solutions/articles/202000032830-informationen-zum-datenschutz-f%C3%BCr-die-user-unserer-kunden
DPG Media BV,https://www.persgroep.nl/privacy
Drako Media Group Inc.,https://www.drakomediagroup.com/privacy-policy/
DSR Agency,https://www.dsr.agency/privacy
Dstillery,https://dstillery.com/privacy-policy/
DT Exchange (Fyber Monetization),https://www.digitalturbine.com/legal/privacy-policy
Dumarca Gaming Ltd,https://www.verajohn.com/about/privacy-policy
Duration Media,https://durationmedia.net/services-privacy-policy/
DynAd,https://www.dynad.net/en/privacy-and-terms.html
DynAdmic Corporation,http://us.dynadmic.com/privacy-policy/
Dynamic 1001 GmbH,https://www.dynamic1001.com/Datenschutz.aspx
Dynamic Yield,https://www.dynamicyield.com/gdpr/
Dynamo.video,https://dynamo.video/en/privacy-policy/
Dynata,https://www.opinionoutpost.co.uk/en-gb/policies/privacy
E-Planning,https://www.e-planning.net/privacy-policy.html
E.ON Energie Deutschland GmbH,https://www.eon.de/de/pk/datenschutz.html
Eacnur,https://eacnur.org/es/politica-privacidad
EASY Marketing GmbH,https://easy-m.de/datenschutzerklarung
"EASY TECH GROUP CO., LIMITED",https://www.pubeasy.io/privacy-policy.html
EASYmedia,https://www.rvty.net/gdpr
EasyPlatform,https://easyplatform.com/policy.php
eBay,https://www.ebay.com/help/policies/member-behaviour-policies/user-privacy-notice-privacy-policy?id=4260#section12
ebuilders,https://www.mediamonks.com/privacy-notice
econda GmbH,https://www.econda.de/service/datenschutz/
Edge NPD,http://edgenpd.com/privacy-policy/
Edge226 Ltd,https://edge226.com/privacy-policy/
EDO,https://www.edo.com/legal/privacy-policy
Effinity,https://www.effiliation.com/politique-confidentialite.html
EFICIENS,https://www.eficiens.com/gestion-donnees-personnelles/
EKCS UK Limited,https://www.mediaferry.com/privacy-policy/
eLabz SRL,https://outpush.io/privacy-policy/
EliteAppgrade,https://eliteappgrade.com/privacy-policy
eMarketingSolutions,https://emarketingsolutions.es/privacy-policy
Emerse,https://www.emerse.com/privacy-policy/
emetriq,https://www.emetriq.com/datenschutz/
Emodo,https://emodo.com/privacy-policy/
Empathy Technology Pte.Ltd. (BIGO Ads),https://www.bigossp.com/agreement/privacyPolicy?v=v1.2.0
Empower AdTech,https://www.empower.net/privacy
Enbritely,https://enbrite.ly/privacy
Encore Digital Media,https://www.encoredigitalmedia.net/privacy-policy
engageBDR,http://engagebdr.com/terms/EngageBDR_Buyer_Addendum_December_2015.pdf
Ensighten,https://www.ensighten.com/privacy-policy/
ENVISIONX LTD,http://envisionx.co/privacy
Epom,https://epom.com/privacy-policy
Epsilon,https://legal.epsilon.com/eu/privacy-policy-services
Equativ,https://privacy.equativ.com/end-users-privacy-policy/
Erate,https://eratead.com/privacy
Erli,https://erli.pl/regulaminy/polityka-prywatnosci-i-cookie-27-08-2026
ERMES,https://www.ermes.ai/politique-confidentialite.html
esome advertising technologies gmbh,https://www.esome.com/en/data-privacy/
ETARGET,https://sk.search.etargetnet.com/policy.html
ETERNA,https://www.eterna.de/datenschutz
Eulerian Technologies,https://www.eulerian.com/en/privacy/
Euvic 360e-com,https://www.clickonometrics.com/optout/
EVC,http://morequalifiedleads.co.uk/privacy.html
Everflow – Partner Marketing Platform,https://www.everflow.io/legal/gdpr-policy
Evidon,https://www.crownpeak.com/privacy
Evolution Tech,https://e-volution.ai/privacy-policy-3/
Evorra Ltd,https://evorra.com/product-privacy-policy/
EX.CO Technologies Ltd ,https://ex.co/privacy-policy/
Exactag,https://www.exactag.com/en/data-privacy
EXADS,https://www.exads.com/privacy-policy
Exit Bee Limited,https://www.exitbee.com/privacy/
"EXOCLICK, S.L.",https://www.exoclick.com/privacy-policy/
"Expedia, Inc.",https://www.expedia.co.uk/p/support/privacy
Experian LTD,https://www.experian.co.uk/privacy/consumer-information-portal/
Experience TEN Kft,http://ten.media/privacy-policy
Exponential,http://exponential.com/privacy/
Exposebox,https://exposebox.com/privacy-policy/
Extreme Reach,https://extremereach.com/privacy-policy/
EYECONICSPOT LLC,https://eyeconicspot.com/privacy-policy/
Eyeota,https://www.eyeota.com/eyeota-marketplace-privacy-policy
Ezoic Inc.,https://www.ezoic.com/privacy/
F Sharp,https://fsharp.co/privacy-policy
F@N communications,https://www.fancs.com/privacypolicy
Factor Eleven,https://www.factor-eleven.de/en/contact/privacy-policy/
Factori Technologies Pte Ltd. ,https://www.factori.ai/privacy-policy/
Factual Inc.,https://www.factual.com/privacy
Fast Thinking,https://www.fast-thinking.co.uk/privacy-policy
FeedAd GmbH,https://feedad.com/privacy/
Feeltapmedia Limited,https://www.feeltapmedia.com/privacyPolicy/
FIDUCIA DLT,https://www.fiducia.eco/privacy
Fifty Technology Limited,https://fifty.io/privacy-policy
FireArc Technologies Ltd,https://www.carambola.com/privacypolicy
First-id,https://www.first-id.fr/legale/cookie-policy/
First-id bidder,https://www.first-id.fr/legale/cookie-policy/
firststars,https://firststars.de/datenschutzeinstellungen
Fivecell Research Group Limited,https://www.fivecellgroup.com/privacy-centre/privacy-policy
Fiverr,https://www.fiverr.com/privacy-policy
Flarie,https://flarie.com/privacy
Flexitive,https://app.flexitive.com/signup/privacy
"Flexoffers.com, LLC",https://www.flexoffers.com/privacy-policy/
Flowplayer AB,https://stdlwcdn.lwcdn.com/DPA.pdf
fluct,https://corp.fluct.jp/privacy/
FLYWHEEL,https://www.flywheel.jp/privacy-policy/
Footballco Media Limited,https://www.goal.com/en-gb/legal/privacy-policy
Forbes,https://www.forbes.com/privacy/english/
FORTVISION,https://www.fortvision.com/privacy-policy/index.html
Foursquare,https://foursquare.com/legal/privacy
Fractional Media,https://www.fractionalmedia.com/privacy-policy
FranceTV Publicité,https://www.francetelevisions.fr/groupe/confidentialite
fraud0,https://www.fraud0.com/privacy-policy/
Fraudlogix,http://www.fraudlogix.com/privacy-policy/
FreeWheel,https://www.freewheel.com/privacy-policy
Fresh8 Gaming,https://www.fresh8gaming.com/privacy
"Front Porch, Inc.",https://www.frontporch.com/privacy/
FUNKE Digital GmbH,https://funkedigital.de/datenschutzerklaerung/
Furniture Village,https://www.furniturevillage.co.uk/privacy-policy.html
FXCM.com,https://www.fxcm.com/uk/legal/data-protection-rights/
Gadsme,https://www.gadsme.com/privacy-policy/
GALAXY X TECH LIMITED,https://www.galaxyx-tech.com/privacy-policy/
GameAnalytics ApS,https://gameanalytics.com/trust/privacy/privacy-notice
Gameloft SE,https://www.gameloft.com/en/privacy-notice
"Gamera, Inc.",https://www.gamera.ai/policies/privacy.html
Gamesight,https://console.gamesight.io/privacy-policy
GAMNED,https://www.gamned.com/privacy-policy/
Gamoshi Ltd,https://www.gamoshi.com/privacy-policy
"GDM Services, Inc d/b/a Fiksu DSP",https://fiksu.com/gdpr/
GEEMEE INC.,https://www.geemee.ai/privacy
GeistM Technologies LTD,https://geistm.com/legal/privacy
GEMINI DIRECT marketing solutions GmbH,https://www.geminidirect.de/datenschutz
Gemius,https://gemius.com/privacy-policy/cookie-policy/
Genius Sports Media Inc.,https://www.geniussports.com/policies/media-buying-services-and-tcf-privacy-notice/
Genuin Inc,https://begenuin.com/privacy
GeoEdge,https://www.geoedge.com/privacy-policy/
geolad GmbH,https://geolad.com/privacy/
GetIntent,https://getintent.com/privacy/
GetmediaMX LLC,https://getmediamx.com/privacy-policy/
Getquanty,http://www.getquanty.com/mentions-legales/
GfK,https://sensic.net/
Giantmedia,http://giantmedia.com/about-giant/privacy-policy/
Gimii,https://gimii.fr/mentions-legales-politique-de-confidentialite/
Gitberry AS,https://gitberry.com/privacy-policy
"Glassdoor, Inc.",https://www.glassdoor.com/gdpr/index.htm
Global Media Group Services Limited,https://global.com/legal/privacy-policy/
GlobalWebIndex,http://legal.trendstream.net/non-panellist_privacy_policy
glomex GmbH,https://www.glomex.com/en/privacy-policy/privacy-notice-for-the-glomex-player/
Glui,https://www.glui.io/policy
Go Mobile,https://gotechnology.ai/policy.pdf
Go Mobile Inc,https://gonet-ads.com/policy.html
Go See TV Limited,https://www.goseetv.media/privacy
GO.PL,https://go.pl/polityka-bezpieczenstwa-danych-osobowych/
GoBID,https://gobid.auction/privacy-policy/
Goldbach Group AG,https://goldbach.com/ch/de/datenschutzerklaerung/goldbach-group-ag
GoldSpot Media,https://corp.fluct.jp/privacy/gsm/
Good-Loop,https://doc.good-loop.com/policy/privacy-policy.html
Goodeed,https://en.goodeed.com/privacy
Goodway Group,https://goodwaygroup.com/privacy-policy/
Gourmet Ads Pty Ltd,https://www.gourmetads.com/about/privacy-policy/
GP One,http://www.gsi-one.org/templates/gsi/en/files/privacy_policy.pdf
Grabit Interactive,https://kerv.ai/privacy-policy/
Graphyte,https://graphyte.ai/privacy-policy/
Gravito Ltd.,https://www.gravito.net/privacy-notice/
Greenvest Betting Ltd.,https://privacypolicy.neo.bet
Greeter Holdings Ltd Adipolo,https://adipolo.com/privacy-policy.html
Gridsum,https://ad2.gridsumdissector.com/about-googleadwords-privacy?lang=en
GroovinAds,https://www.groovinads.com/privacy
Groundhog Technologies Inc.,https://mi.ghtinc.com/en-us/privacy-policy/advertising-privacy-policy-3
GroundhogTech,https://www.ghtinc.com/privacy-policy/
GroundTruth,https://www.groundtruth.com/privacy-policy/
GROUPE M6,https://www.6play.fr/politique-de-confidentialite
GroupM,https://www.greenhousegroup.com/nl/privacy-statement
Gruuv Interactive,https://www.gruuvinteractive.com/privacy-policy/
Gruvi,https://gruvi.tv/gruvi-privacy-policy/
gskinner,https://createjs.com/legal/privacy.html
"GumGum, Inc",https://gumgum.com/privacy-policy
Haensel AMS,https://haensel-ams.com/privacy.html
Halusky Inc.,https://www.kontext.so/privacy
Happydemics,https://happydemics.com/en/privacy-policy
Happyfication inc,https://happyfication.com/privacy-policy/
Hargreaves Lansdown,https://www.hl.co.uk/privacy-policy
Hashtag Labs Inc.,https://hashtag-labs.com/privacy-policy.html
Hashtag'd,https://hashtagd.net/about/privacy
"HasOffer - Tune, Inc",https://www.hasoffers.com/privacy-policy/
Havas Media (Artemis Alliance S.L.U.),https://havasmedianetwork.com/data-protection-policy/
Haxelo LLC,https://haxelo.com/legal/privacy-policy/
HBAgency,https://www.hbagency.ai/privacy
hbfsTech,http://www.hbfstech.com/fr/privacy.html
HEIMSPIEL Medien GmbH & Co. KG,https://heimspiel.de/legal/privacy-policy-iab-vendor/
HighLoadIT OU d/b/a PPC.BUZZ,https://ppc.buzz/privacy-policy/
HighVibes Media GmbH,https://highvibes.media/datenschutz/
Hiili,https://hiili.org/privacy/
Hillside (Sports) GP Limited,https://www.bet365partners.com/en/privacypolicy
Hivestack Inc.,https://hivestack.com/privacy-policy
HockeyCurve,https://hockeycurve.com/optout.html
Holid AB,https://app.holid.io/assets/documents/PrivacyPolicyHolid.pdf
"HONG KONG ZHIONE TECHNOLOGY CO., LIMITED",https://www.tradplusad.com/en/privacy-policy
HONGKONG THUNDER SOLUTION LIMITED,https://thunder-monetize.com/privacy
Hoppr Ltd,https://hopprtv.com/privacy-policy
Hotels.com L. P.,https://uk.hotels.com/customer_care/privacy.html
Housing.com,https://housing.com/terms.html
HQ GmbH,https://www.hqgmbh.de/datenschutz/
https://setupad.com/,https://setupad.com/
Hubvisor,https://cdn.hubvisor.io/assets/policy.pdf
HueAds,https://www.hueads.com/privacypolicy.html
Human Made Machine Limited,https://surveymachine.io/#privacy
"HUMAN SECURITY, INC.",https://www.humansecurity.com/privacy-policy/
hurra.com,http://www.hurra.com/impressum
Hurst Group Limited,https://www.hurstmediacompany.co.uk/terms-conditions/
Hybrid Theory,https://hybridtheory.com/privacy-notice/
hybrid.ai,https://hybrid.ai/data_protection_policy/
HYP Pty Ltd,https://www.hyp.mobi/privacy-policy
hyScore.io GmbH,https://hyscore.io/data-privacy/
IAB Tech Lab,https://www.iab.com/topics/public-policy/
iAGE Engineering,http://iageengineering.net/policy
iBILLBOARD,http://www.ibillboard.com/privacymanagement/
IBM,https://www.ibm.com/customer-engagement/digital-marketing/gdpr
ID-X Ltd.,https://id-x.co.il/WebsitePrivacyNotice
ID5 Technology SAS,https://id5.io/platform-privacy-policy/
Ideal Media US Inc.,https://partner.idealmedia.io/pages/privacy/en/
IFLYTEK (HONG KONG) COMPANY LIMITED,https://growone.sg/static/PrivacyPolicy.pdf
IGAWorks,http://www.igaworks.com/en/rule_user.html
IGNITE MEDIA TECH INC,https://www.ignitemediatech.com/Policy
IgnitionAI,http://www.ignition.ai/privacy-policy
iion Digital Pty Ltd,https://www.iion.io/privacy-policy
IKEA,https://www.ikea.com/se/en/customer-service/privacy-policy/
Illuma Technology,https://weareilluma.com/end-user-policy/
IMAGIN.studio,https://www.imaginstudio.com/privacy-policy
Impact,https://impact.com/privacy-policy/
Impact,https://www.nau.ch/assets/documents/datenschutzrichtlinien.pdf
impact.com,https://app.impact.com/content/displaympserviceagreement.ihtml
IMPACT+,https://www.weareimpactplus.com/privacy-policy
Impactify,https://impactify.io/privacy-policy/
Improve Digital,https://improvedigital.com/platform-privacy-policy
INCUBIQ,https://incubiq.com/privacy
Indeed,https://hrtechprivacy.com/brands/indeed#s8
Index Exchange,http://www.indexexchange.com/privacy/
INFINIA,https://www.infiniamobile.com/politica-de-privacidad/
"Infolinks Media, LLC",https://www.infolinks.com/privacy-policy
INFOnline,https://www.infonline.de/datenschutz/
Informativ Group Corporation,https://informativgroup.com/privacy
Ingenious Technologies,https://www.ingenioustechnologies.com/privacy-policy/
Inmind,https://opinion.com.ua/Default.aspx?p=confidential&l=1
InMobi,https://www.inmobi.com/privacy-policy-for-eea
Innity,https://www.innity.com/privacy-policy.php
Innovid,https://www.flashtalking.com/privacypolicy
Inskin Media,http://www.inskinmedia.com/privacy-policy.html
Inspigroup s.r.o.,https://www.glami.cz/info/privacy/
"Insticator, Inc.",https://www.insticator.com/privacy/
InsurAds Technologies SA.,https://www.insurads.com/privacy.html
Intango Ltd.,https://ouna.ai/privacy/
Integral Ad Science,http://www.integralads.com/privacy-policy
INTEGRALSTREAM LTD,https://integralstream.com/legal/privacy-policy
intelliAd,https://www.intelliad.de/datenschutz
Intent IQ,https://www.intentiq.com/technology-privacy-policy
Interactive Performance Deutschland GmbH,https://interactiveperformance.de/kontakt/datenschutz/
internetstores GmbH,https://www.internetstores.com/en/legal/privacy-policy/
Interpolls,https://www.interpolls.com/privacy
Inteziq LTD ,https://intenze.co/legal/privacy-policy
Intimate Merger,https://corp.intimatemerger.com/privacypolicy-en/
Invibes,https://www.invibes.com/terms#privacy-policy
INVIDI technologies AB,https://www.invidi.com/privacy-policy-ad-tech-services/
IOTEC,https://www.iotecglobal.com/privacy-policy/
IPONWEB,http://www.bidswitch.com/privacy-policy/
iPROM,https://iprom.eu/privacy_policy/GDPR
iProspect,https://www.iprospect.com/en/ph/work/
IPSOS MORI UK LTD,https://iris.ipsos.com/site-centric-privacy/
IQM,https://iqm.com/privacy-policy
IQM CORPORATION,https://iqm.com/privacy-policy
IQzone Inc,https://iqzone.com/privacy-policy/
ironSource Mobile,https://developers.ironsrc.com/ironsource-mobile/air/ironsource-mobile-privacy-policy
Isobar Czech Republic,https://www.dentsucreative.com/privacy
Italiaonline,https://www.italiaonline.it/archivio/informativa-privacy/
ividence,https://ividence.com/politique-de-confidentialite/
IVO,https://ivo.io/privacy/
IVS,https://ivs.tv/privacy-policy
JamLoop,https://jamloop.com/opt-out/
Jampp,https://www.jampp.com/privacy-policy-terms-and-conditions
Jetpack,https://www.jetpack.net/privacy
Jivox,http://www.jivox.com/privacy/
JMMOBI INC,https://www.jmmobi.com/privacy.html
Jobster AdTech B.V.,https://jobster.com/en/privacy-policy/
John Lewis & Partners,https://www.johnlewis.com/customer-services/shopping-with-us/privacy-notice
Journey by CAKE,http://getcake.com/privacy-policy/#rights
Joystick Interactive,http://joystickinteractive.com/privacy.html
jsdelivr,https://www.jsdelivr.com/terms/privacy-policy-jsdelivr-net
"Jun Group Productions, LLC",https://jungroup.com/privacy-policy
Justpremium,https://justpremium.com/terms-conditions/?section=privacy_policy
Justtag Nordics Oy,https://audiencefinder.justtag.com/privacy
Justtag Sp. z o.o.,https://justtag.com/en/polityka-prywatnosci
JustWatch,https://www.justwatch.com/uk/imprint
JW Player,https://www.jwplayer.com/privacy/
JYSK LINNEN'N FURNITURE OÜ,https://www.jysk.ee/privacy_policy
K-Words,https://www.k-words.io/privacy-policy/
Kadam,https://www.kadam.net/ru/privacy-policy
Kaden,https://kaden.ai/privacy-policy/
Kairos Fire,https://kairosfire.com/privacy-policy/
Kameleoon SAS,https://developers.kameleoon.com/privacy-and-compliance/data-collection-client-side#data-stored-for-all-visitors
Kamino Retail,https://www.kaminoretail.com/privacy-policy
Kantar,https://www.kantar.com/Cookies-Policies
Kargo Global Inc.,https://kargo.com/privacy
Kaufda,https://www.kaufda.de/Datenschutz
KAYAK,https://www.kayak.com/privacy
Kayzen,https://kayzen.io/data-privacy-policy
KC Connekt Media LTD,https://connekt.ai/privacy-policy/
KEEN,https://www.ingenio.com/privacy-policy
Kelkoo,https://www.kelkoo.fr/info-societe/politique-confidentialite
KeyCDN,https://www.keycdn.com/gdpr
Kidoz,https://kidoz.net/gdpr/
Kimia Group,https://kimiagroup.com/privacy-policy.html
Kindred Soul Ltd,https://event.kindred.co/privacy-policy
Kinesso,https://kinesso.com/privacy-center/
Knorex,https://www.knorex.com/privacy
Kobler,https://kobler.no/privacy-policy
Kochava,https://www.kochava.com/support-privacy/
Koinos Media,https://koinos.media/privacy-policy/
KÖNIGSTEINER digital GmbH,https://koenigsteiner.digital/en/datenschutz/
Koninklijke Philips N.V.,https://www.philips.com/a-w/privacy-notice.html#triggername=info_how_we_protect_data
Konodrac S.L.,https://konodrac.com/privacy-policy/
KPI Solutions,https://www.adv.admeme.net/en/privacy/optout.html
Krush Media LLC,https://krushmedia.com/privacy-policy/
Kuantyx Media Limited,https://kuantyx.com/privacy-policy
Kubico,https://kubico.com/privacy-policy/
Kubient,https://kubient.com/privacy-policy/
Kueez Entertainment Ltd.,https://weare.kueez.com/legal-center/privacy-policy
Kupona,https://www.kupona.de/datenschutz
Kwanko,http://www.kwanko.com/gdpr
Kwanza DSP,https://kwanza.co.tz/gdpr-compliance
Kwanzoo,https://www.kwanzoo.com/gdpr
Lacuna,https://lacunads.ushareit.com/policy.html
LANDS' END,https://www.landsend.com/customer-service/legal-policies/privacy/
lead alliance GmbH,https://www.lead-alliance.net/dataprotection
LeadBolt,https://www.leadbolt.com/privacy
LeadsRx,https://leadsrx.com/gdpr
Leanr Ads Ltd,https://www.leanrads.com/privacy-policy.html
Lemma Media Inc,https://lemmamedia.com/privacy-policy/
LendGo & Innovative Metrics,https://innovativeadserver.com/privacy
LendingTree,https://www.lendingtree.com/legal/privacy-policy
Lentainform,https://partner.lentainform.com/privacy-policy/
LetThereBeAds / Performax,https://www.performax.cz/en/privacy-policy
"LIDL SUPERMERCADOS, S.A.U.",https://www.lidl.es/es/politica-de-privacidad/s797
Lifesight,https://lifesight.io/privacy-policy/
LifeStreet,http://www.lifestreet.com/privacy
LIFT DSP LIMITED,https://www.lift.win/privacy-policy
Liftoff,https://liftoff.io/privacy-policy/
Ligatus,https://www.ligatus.com/en/privacy-policy
LIMPID TECHNOLOGIES PTE LTD,https://limpid.tv/wp-content/uploads/2026/03/Limpid-Privacy-Policy.pdf
LINE,https://terms.line.me/line_rules
LINK Institut,http://www.link.ch/privacy
LinkedIn,https://www.linkedin.com/legal/privacy-policy
LiquidM,https://liquidm.com/privacy-policy/
ListenLoop,https://listenloop.com/user-consent-policy
Listonic Sp. z o.o.,https://listonic.com/privacy/
Live Data Solutions SL,https://www.livedata-solutions.com/politique-de-confidentialite
LiveIntent,https://liveintent.com/services-privacy-policy/
LivelyImpact,https://www.livelyimpact.com/privacy-polilcy-data-regulation/
LivePartners,https://www.livepartners.com/confidentiality.html
LiveRamp,https://liveramp.com/service-privacy-policy/
Livewrapped,https://console.livewrapped.com/documents/Livewrapped-PrivacyPolicy.pdf
LKQD,https://www.nexstardigital.com/privacy/
"LLC ""NEXINSIGHT""",https://nexinsight.com.ua/privacy-policy/
LnData,https://lndata.com/policy
Loblaw Media,https://www.loblaw.ca/en/privacy-policy/
Localsensor,https://www.localsensor.com/privacy.html
Localstars,https://www.localstars.com/localstars-privacy-policy
Location Sciences,https://www.locationsciences.ai/privacy-policy/
Logiq Digital,https://swan.paris/politique-de-confidentialite/
Logiq Digital Marketing,https://rebelai.com/gdpr
LOKA Research,https://loka.co.jp/privacypolicy
Loop Now Technologies Inc.,https://firework.com/legal/privacypolicy/
Loopa,http://www.signifimedia.com.au/home/privacy
LoopMe,https://legal.loopme.com/privacy-center
Lotame,https://www.lotame.com/about-lotame/privacy/
LotLinx®,https://lotlinx.com/wp-content/uploads/LotLinx-Privacy-Statement.pdf
LoudEcho,https://www.loudecho.ai/privacy.html
Louder,http://louder.com.au/privacy/
Low Lag Labs,https://lowlaglabs.com/privacy-policy
Lucid,https://luc.id/gdpr
Lucidity,https://golucidity.com/privacy-policy/
Lugh Studio,https://www.lugh.studio/privacy-policy/
Luna Media Group,https://lunamedia.io/privacy-policy/
Lupon Media,https://luponmedia.com/privacy-policy
"M,P,NEWMEDIA,",https://www.mp-newmedia.com/datenschutz
M32 Connect Inc,https://m32connect.com/privacy-consent-management/privacy-cookie-policy/
Machine Advertising,https://f.hubspotusercontent40.net/hubfs/5138747/Website_Assets/Policies/Privacy_Policy.pdf?hsLang=en
Macromill group,https://www.metrixlab.com/privacy-statement/
MADGIC,https://www.madgic.com/privacy-and-protection-policy/
MADINAD,https://madinad.com/privacy-policy/
Madington,https://delivered-by-madington.com/dat-privacy-policy/
"Madison Logic, Inc.",https://www.madisonlogic.com/privacy/
Madopi Media,https://madopi.com/wp-content/uploads/2022/05/PrivacyPolicy.pdf
MADOPI OÜ,https://madopi.com/wp-content/uploads/2026/03/Madopi-Privacy-Policy-March-26-1.pdf
MADVERTISE MEDIA,https://developers.bluestack.app/privacy-policy
Maelico LTD,https://hyperaudience.com/privacy_policy
Magma Technologies,https://magma-ads.com/privacy-policy
Magnite,https://www.magnite.com/legal/advertising-platform-privacy-policy/
"Magnite, Inc. (Carbon AI Limited)",https://www.magnite.com/legal/advertising-technology-privacy-policy/
Mail.ru,https://help.mail.ru/mail-help/UA
MainADV,http://www.mainad.com/privacy-policy
Malaberg Ltd,https://madisondsp.com/privacy-policy/
Manage.com,https://www.manage.com/privacy-policy/
MANGOX PTE. LTD.,https://mangox.io/privacy/privacy-policy.html
"Marfeel Solutions, SL (Compass)",https://community.marfeel.com/t/marfeel-saas-privacy-policy/7500
MARKAPP MEDIA LTD,https://markappmedia.site/privacy-policy/
"Market Points, Inc.",http://www.marketpointsinc.com/privacy.html
MarketCast LLC,https://marketcast.com/privacy-policy/
"Marketing Science Consulting Group, Inc.",http://mktsci.com/privacy_policy.htm
"Marketing Science Consulting Group, lnc. ",https://fouanalytics.com/privacy
Marketing Town,https://m-t.io/privacy
MARKETPERF CORP,https://www.marketperf.com/assets/images/app/marketperf/pdf/privacy-policy.pdf
Markit,https://www.markitdigital.com/products/ads/privacy-policy/
Mars Media Group,https://mars.media/privacy-policy
Mashero,http://www.mashero.com/en/privacy-protection
Matto-Group AG,https://www.matto-group.com/datenschutz-en
Maverick,https://www.mvrck.co.jp/privacy/about-targeting-ad/
MaxCDN,https://www.stackpath.com/legal/privacy-statement/
Maxetise AB,https://maxetise.net/privacy-policy.html
Maytrics,https://www.maytrics.com/privacy.php
"Media First Network, Inc.",https://a3synq.com/privacy-data-governance/#privacy-policy
Media Force,https://mediaforce.com/privacy.php
Media Hafen GmbH,https://mediahafen.com/privacy-policy
